Season,Episode,Overall Episode,Title,Air Date,Director,Writers,US Viewers (Millions),IMDb Rating,IMDb Votes,Runtime (Minutes),Production Code,Nielsen Rank,Share Percentage,18-49 Demographics,Critics Score,Audience Score,Emmy Nominations,Emmy Wins,Guest Stars,Special Episode,Clip Show,Bottle Episode,Multi-Part,Budget Tier
6,16,137,"The One with Episode 137",1999-01-43,"Peter Bonerz","Adam Chase",29.3,7.8,29962,22,461666,48,33.0,6.2,71,86,0,0,"None",Regular,No,No,No,Medium
6,17,138,"The One with Episode 138",1999-02-22,"Ben Weiss","Jeffrey Astrof",25.1,9.1,16362,22,461667,34,39.9,22.2,86,80,0,0,"Danny DeVito",Regular,No,No,No,Medium
6,18,139,"The One with Episode 139",1999-02-29,"Pamela Fryman","Adam Chase",25.7,8.4,31454,22,461668,16,22.0,21.3,94,70,0,0,"None",Regular,No,No,No,Low
6,19,140,"The One with Episode 140",1999-02-36,"James Burrows","Mike Sikowitz",26.2,8.3,28065,22,461669,41,28.8,15.4,81,76,0,0,"Brad Pitt, Danny DeVito",Regular,No,No,No,Low
6,20,141,"The One with Episode 141",1999-02-43,"James Burrows","Adam Chase, Gregory S. Malins",23.4,8.7,49774,22,461670,6,37.4,16.1,96,90,0,0,"Gary Oldman, Reese Witherspoon",Regular,No,No,No,Low
6,21,142,"The One with Episode 142",1999-03-22,"Pamela Fryman","Alexa Junge",25.4,8.7,31356,22,461671,15,15.1,20.5,89,94,0,0,"Sean Penn",Regular,No,No,No,Medium
6,22,143,"The One with Episode 143",1999-03-29,"Arlene Sanford","Jeff Strauss",28.6,9.1,47292,22,461672,27,10.4,23.6,64,89,0,0,"None",Regular,No,No,No,Low
6,23,144,"The One with Episode 144",1999-03-36,"James Burrows","Gregory S. Malins, Jeffrey Astrof",22.8,8.3,47301,22,461673,26,35.6,15.4,61,98,0,0,"Alec Baldwin, Sean Penn, Danny DeVito",Regular,No,No,No,Low
6,24,145,"The One with Episode 145",1999-03-43,"Peter Bonerz","Alexa Junge",27.8,8.1,43087,22,461674,28,18.1,10.3,61,94,2,0,"None",Holiday Special,No,No,No,Medium
6,25,146,"The One with Episode 146",1999-04-22,"Arlene Sanford","David Crane",24.7,8.5,35473,22,461675,28,23.8,6.2,91,76,0,0,"Gary Oldman, Tom Selleck",Season Finale,No,No,No,Medium
7,1,147,"The One with Episode 147",2000-09-22,"Michael Lembeck","Jeff Greenstein, Jeff Strauss",19.9,8.4,41210,22,462651,45,27.3,21.7,92,82,0,0,"None",Season Premiere,No,No,No,High
7,2,148,"The One with Episode 148",2000-09-29,"Pamela Fryman","Jeffrey Astrof, David Crane",19.2,8.1,21256,22,462652,40,10.3,21.5,74,98,2,0,"None",Regular,No,No,Yes,High
7,3,149,"The One with Episode 149",2000-09-36,"Pamela Fryman","Gregory S. Malins, Adam Chase",23.7,7.7,29120,22,462653,49,14.4,7.4,67,73,3,0,"Danny DeVito, Alec Baldwin, Gary Oldman",Regular,No,No,No,Medium
7,4,150,"The One with Episode 150",2000-09-43,"Michael Lembeck","Adam Chase",20.5,7.8,33410,22,462654,33,24.4,20.8,84,87,0,0,"Alec Baldwin",Regular,No,Yes,No,High
7,5,151,"The One with Episode 151",2000-10-22,"Arlene Sanford","Adam Chase, Gregory S. Malins",24.0,7.8,50737,22,462655,21,38.4,10.3,76,79,1,0,"None",Regular,No,No,Yes,Low
7,6,152,"The One with Episode 152",2000-10-29,"Ben Weiss","Jeff Strauss, Marta Kauffman",19.7,8.7,19450,22,462656,22,15.8,17.4,93,70,0,1,"None",Regular,Yes,No,No,Medium
7,7,153,"The One with Episode 153",2000-10-36,"Ben Weiss","Alexa Junge, Jeffrey Astrof",23.8,8.7,57583,22,462657,26,22.9,21.1,66,78,1,0,"None",Regular,No,No,No,High
7,8,154,"The One with Episode 154",2000-10-43,"Peter Bonerz","Jeff Greenstein",24.6,8.5,48383,22,462658,48,18.0,19.3,86,72,0,0,"None",Regular,No,No,No,Medium
7,9,155,"The One with Episode 155",2000-11-22,"Pamela Fryman","Alexa Junge, Jeff Strauss",19.8,7.8,35976,22,462659,8,29.8,7.7,85,91,0,0,"Danny DeVito, Bruce Willis",Regular,No,No,No,High
7,10,156,"The One with Episode 156",2000-11-29,"Pamela Fryman","Mike Sikowitz, Adam Chase",23.6,8.2,31615,22,462660,36,26.4,10.5,68,94,0,0,"Danny DeVito, Alec Baldwin",Regular,No,No,No,Low
7,11,157,"The One with Episode 157",2000-11-36,"Michael Lembeck","David Crane",26.9,8.2,32324,22,462661,27,16.4,12.3,69,77,0,0,"Bruce Willis",Regular,No,No,No,Low
7,12,158,"The One with Episode 158",2000-11-43,"Kevin S. Bright","Jeff Greenstein",25.2,7.6,43375,22,462662,40,17.5,18.4,84,90,0,0,"None",Regular,No,No,No,Medium
7,13,159,"The One with Episode 159",2000-01-22,"Gary Halvorson","Marta Kauffman",18.7,8.4,40002,22,462663,19,23.1,6.6,85,86,0,0,"None",Regular,No,No,No,High
7,14,160,"The One with Episode 160",2000-01-29,"Ben Weiss","Alexa Junge",22.8,7.6,15523,22,462664,38,19.4,20.5,90,84,1,0,"None",Regular,No,No,Yes,High
7,15,161,"The One with Episode 161",2000-01-36,"Gary Halvorson","Marta Kauffman",23.5,8.1,26333,22,462665,46,12.8,11.0,62,70,0,0,"Bruce Willis",Regular,No,No,No,Medium
7,16,162,"The One with Episode 162",2000-01-43,"Ben Weiss","Jeff Greenstein",20.3,8.3,10797,22,462666,48,33.4,11.9,73,91,0,0,"None",Regular,No,No,No,Low
7,17,163,"The One with Episode 163",2000-02-22,"Gail Mancuso","Jeff Strauss",18.7,8.5,33578,22,462667,13,16.3,14.1,98,88,0,0,"None",Regular,Yes,No,No,Medium
7,18,164,"The One with Episode 164",2000-02-29,"Peter Bonerz","Marta Kauffman",21.0,7.7,44922,22,462668,38,19.5,17.7,79,70,0,0,"None",Regular,No,No,No,High
7,19,165,"The One with Episode 165",2000-02-36,"Shelley Jensen","Ira Ungerleider",26.4,7.9,42032,22,462669,5,38.8,10.5,88,99,0,0,"None",Holiday Special,No,No,No,High
7,20,166,"The One with Episode 166",2000-02-43,"Shelley Jensen","Jeff Strauss",27.8,7.8,26828,22,462670,18,21.1,13.9,74,96,0,0,"None",Regular,No,No,No,Medium
7,21,167,"The One with Episode 167",2000-03-22,"Ben Weiss","Ira Ungerleider",20.7,8.3,10976,22,462671,45,10.8,9.9,90,96,0,0,"Christina Applegate, Julia Roberts",Regular,No,No,No,Low
7,22,168,"The One with Episode 168",2000-03-29,"Peter Bonerz","Ira Ungerleider, Adam Chase",19.2,8.5,48227,22,462672,13,15.1,20.3,65,87,0,0,"Julia Roberts, Bruce Willis",Regular,No,No,No,Medium
7,23,169,"The One with Episode 169",2000-03-36,"Peter Bonerz","Mike Sikowitz",19.3,8.1,57482,22,462673,15,38.4,16.7,93,86,0,0,"None",Regular,No,No,No,Medium
7,24,170,"The One with Episode 170",2000-03-43,"Michael Lembeck","Jeff Greenstein",18.2,8.9,49792,22,462674,44,31.7,17.1,67,99,0,0,"None",Season Finale,No,Yes,No,Low
8,1,171,"The One with Episode 171",2001-09-22,"James Burrows","Marta Kauffman, Jeff Strauss",27.2,7.9,24146,22,463651,27,14.4,22.5,68,99,0,0,"Brad Pitt, Tom Selleck, Alec Baldwin",Season Premiere,No,No,No,Medium
8,2,172,"The One with Episode 172",2001-09-29,"Arlene Sanford","Mike Sikowitz",22.1,9.0,49294,22,463652,39,36.1,13.9,65,92,0,0,"None",Regular,No,No,No,Medium
8,3,173,"The One with Episode 173",2001-09-36,"Gary Halvorson","Marta Kauffman",28.2,8.4,42504,22,463653,50,28.1,16.5,83,99,0,0,"Gary Oldman",Regular,No,No,No,Medium
8,4,174,"The One with Episode 174",2001-09-43,"Michael Lembeck","Mike Sikowitz",22.4,8.4,42897,22,463654,20,17.6,14.4,82,72,0,0,"None",Regular,No,No,No,Low
8,5,175,"The One with Episode 175",2001-10-22,"Michael Lembeck","Marta Kauffman",19.5,8.1,39058,22,463655,44,12.2,21.7,71,90,0,0,"None",Regular,No,No,No,Low
8,6,176,"The One with Episode 176",2001-10-29,"Ben Weiss","Adam Chase",19.7,8.3,33092,22,463656,20,19.5,17.2,78,93,0,0,"None",Regular,No,No,No,High
8,7,177,"The One with Episode 177",2001-10-36,"Kevin S. Bright","David Crane",28.8,8.3,37375,22,463657,30,36.1,18.8,70,77,2,0,"None",Holiday Special,No,Yes,No,Low
8,8,178,"The One with Episode 178",2001-10-43,"Shelley Jensen","David Crane",19.7,8.8,59405,22,463658,34,12.3,15.1,86,83,0,0,"None",Regular,No,No,No,Medium
8,9,179,"The One with Episode 179",2001-11-22,"Gary Halvorson","Ira Ungerleider",19.5,8.2,22024,22,463659,11,38.0,17.0,62,70,0,0,"None",Regular,No,No,No,High
8,10,180,"The One with Episode 180",2001-11-29,"Shelley Jensen","Mike Sikowitz",24.3,9.0,56887,22,463660,23,15.5,20.7,91,80,0,0,"None",Regular,No,No,No,Low
8,11,181,"The One with Episode 181",2001-11-36,"Shelley Jensen","Mike Sikowitz",21.4,8.3,10882,22,463661,4,19.5,23.7,95,70,0,0,"Bruce Willis",Regular,No,No,No,High
8,12,182,"The One with Episode 182",2001-11-43,"Gary Halvorson","Ira Ungerleider",21.7,8.3,43753,22,463662,49,26.7,21.8,92,93,0,0,"None",Holiday Special,No,No,No,Medium
8,13,183,"The One with Episode 183",2001-01-22,"Shelley Jensen","Gregory S. Malins",22.2,7.8,13652,22,463663,38,11.2,12.7,86,92,1,0,"None",Regular,No,Yes,No,Low
8,14,184,"The One with Episode 184",2001-01-29,"Peter Bonerz","David Crane, Ira Ungerleider",23.0,8.6,46919,22,463664,44,35.0,14.9,74,79,0,0,"Alec Baldwin, Gary Oldman, Danny DeVito",Regular,No,Yes,No,High
8,15,185,"The One with Episode 185",2001-01-36,"Gary Halvorson","Gregory S. Malins, Alexa Junge",28.0,7.9,56267,22,463665,44,16.6,13.0,64,73,0,0,"Sean Penn, Danny DeVito, Bruce Willis",Regular,No,No,No,Medium
8,16,186,"The One with Episode 186",2001-01-43,"Kevin S. Bright","Jeff Greenstein, Jeffrey Astrof",24.8,7.9,48048,22,463666,49,36.7,7.8,65,73,0,0,"None",Regular,No,No,No,Low
8,17,187,"The One with Episode 187",2001-02-22,"Gary Halvorson","Marta Kauffman, Alexa Junge",25.2,8.9,11475,22,463667,17,17.7,18.5,96,97,0,0,"None",Regular,No,No,No,Low
8,18,188,"The One with Episode 188",2001-02-29,"Pamela Fryman","Gregory S. Malins",27.2,8.2,58130,22,463668,33,39.5,10.6,95,98,0,0,"None",Regular,No,No,No,Medium
8,19,189,"The One with Episode 189",2001-02-36,"Michael Lembeck","Jeff Strauss",21.5,7.9,11362,22,463669,41,20.4,5.4,96,92,0,0,"None",Regular,No,No,No,High
8,20,190,"The One with Episode 190",2001-02-43,"Shelley Jensen","Gregory S. Malins",19.8,8.3,57970,22,463670,23,18.1,9.1,78,86,0,0,"Brad Pitt, Julia Roberts",Regular,No,No,No,High
8,21,191,"The One with Episode 191",2001-03-22,"James Burrows","Jeff Greenstein",27.3,8.9,50372,22,463671,24,17.6,17.3,63,70,0,0,"None",Regular,No,Yes,No,Medium
8,22,192,"The One with Episode 192",2001-03-29,"Pamela Fryman","Jeffrey Astrof",28.2,9.0,17550,22,463672,26,15.6,5.0,83,81,0,0,"None",Regular,No,No,No,Low
8,23,193,"The One with Episode 193",2001-03-36,"Arlene Sanford","Alexa Junge",29.0,7.9,18214,22,463673,38,35.9,21.4,67,88,0,0,"None",Regular,No,No,No,Medium
8,24,194,"The One with Episode 194",2001-03-43,"Gail Mancuso","Marta Kauffman",21.7,8.4,59399,22,463674,44,30.5,11.5,87,99,0,0,"None",Season Finale,No,No,No,Medium
9,1,195,"The One with Episode 195",2002-09-22,"James Burrows","Marta Kauffman",28.0,8.9,14426,22,464651,46,21.6,5.3,77,83,1,0,"None",Season Premiere,No,No,No,Low
9,2,196,"The One with Episode 196",2002-09-29,"Kevin S. Bright","Marta Kauffman",22.6,8.3,41012,22,464652,38,15.2,21.0,82,92,2,0,"Julia Roberts, Reese Witherspoon",Regular,No,No,No,Medium
9,3,197,"The One with Episode 197",2002-09-36,"Ben Weiss","David Crane, Ira Ungerleider",18.4,8.1,27460,22,464653,40,16.4,12.8,69,71,0,0,"None",Regular,No,No,No,High
9,4,198,"The One with Episode 198",2002-09-43,"Michael Lembeck","Alexa Junge",21.8,9.0,22478,22,464654,10,27.8,8.7,76,98,0,1,"None",Regular,No,No,No,Low
9,5,199,"The One with Episode 199",2002-10-22,"Michael Lembeck","Mike Sikowitz",19.0,8.9,32698,22,464655,25,22.7,19.8,98,70,0,0,"None",Regular,No,No,No,Medium
9,6,200,"The One with Episode 200",2002-10-29,"Shelley Jensen","Marta Kauffman, Jeff Strauss",26.4,9.0,24764,22,464656,31,15.2,19.6,79,89,0,0,"Julia Roberts",Regular,No,No,No,Medium
9,7,201,"The One with Episode 201",2002-10-36,"Arlene Sanford","Ira Ungerleider",21.3,8.0,52182,22,464657,32,10.2,9.0,90,95,0,0,"None",Regular,No,No,No,High
9,8,202,"The One with Episode 202",2002-10-43,"Michael Lembeck","Jeff Strauss",25.1,7.9,42913,22,464658,10,36.6,15.4,65,79,3,0,"None",Regular,No,No,No,High
9,9,203,"The One with Episode 203",2002-11-22,"Arlene Sanford","Ira Ungerleider",26.7,8.9,35833,22,464659,9,25.4,16.5,66,97,0,0,"None",Regular,No,No,Yes,Low
9,10,204,"The One with Episode 204",2002-11-29,"Shelley Jensen","Adam Chase",25.8,7.8,23999,22,464660,14,25.3,10.4,62,92,0,0,"None",Regular,No,No,No,High
9,11,205,"The One with Episode 205",2002-11-36,"Ben Weiss","Alexa Junge",21.4,9.0,46577,22,464661,19,16.2,17.6,90,75,0,0,"None",Regular,No,No,No,Low
9,12,206,"The One with Episode 206",2002-11-43,"Shelley Jensen","Marta Kauffman, Jeff Greenstein",27.0,8.5,37358,22,464662,46,17.4,16.3,90,98,3,0,"Christina Applegate, Tom Selleck",Holiday Special,No,No,No,Low
9,13,207,"The One with Episode 207",2002-01-22,"Arlene Sanford","Jeff Greenstein",19.9,8.6,16026,22,464663,44,13.2,9.7,83,86,3,0,"None",Regular,No,No,No,Medium
9,14,208,"The One with Episode 208",2002-01-29,"Kevin S. Bright","Alexa Junge",24.7,8.6,19497,22,464664,29,38.0,11.8,82,83,0,0,"None",Regular,No,No,No,High
9,15,209,"The One with Episode 209",2002-01-36,"Gary Halvorson","Marta Kauffman, Gregory S. Malins",28.1,8.6,27958,22,464665,50,10.9,12.2,82,87,3,0,"None",Regular,No,No,No,Low
9,16,210,"The One with Episode 210",2002-01-43,"Shelley Jensen","Ira Ungerleider",24.1,8.3,50743,22,464666,21,24.7,20.9,75,92,0,0,"None",Regular,No,No,No,Medium
9,17,211,"The One with Episode 211",2002-02-22,"Michael Lembeck","Mike Sikowitz, Marta Kauffman",25.8,8.1,39966,22,464667,21,29.6,10.9,61,99,0,0,"Bruce Willis",Regular,No,No,No,Medium
9,18,212,"The One with Episode 212",2002-02-29,"Kevin S. Bright","Jeffrey Astrof",18.6,7.8,56626,22,464668,23,37.1,8.4,63,75,0,0,"Christina Applegate",Regular,No,No,No,High
9,19,213,"The One with Episode 213",2002-02-36,"Arlene Sanford","Alexa Junge",27.6,8.3,12953,22,464669,12,15.1,10.0,89,99,0,0,"None",Regular,No,No,No,Low
9,20,214,"The One with Episode 214",2002-02-43,"Arlene Sanford","David Crane",23.4,9.0,27380,22,464670,11,37.2,20.3,82,83,0,0,"None",Regular,No,No,Yes,Medium
9,21,215,"The One with Episode 215",2002-03-22,"Peter Bonerz","Alexa Junge, Marta Kauffman",19.1,9.1,49762,22,464671,15,15.6,23.2,87,77,0,0,"None",Regular,No,No,No,Medium
9,22,216,"The One with Episode 216",2002-03-29,"Shelley Jensen","Ira Ungerleider",26.3,8.6,55027,22,464672,29,14.9,9.0,81,91,2,0,"None",Regular,No,No,No,Low
9,23,217,"The One with Episode 217",2002-03-36,"Peter Bonerz","Jeff Greenstein",18.6,8.5,39265,22,464673,26,39.9,18.9,68,76,0,0,"None",Regular,No,No,No,Medium
9,24,218,"The One with Episode 218",2002-03-43,"Kevin S. Bright","Jeff Strauss",25.1,8.6,23529,22,464674,39,28.8,14.1,61,74,0,0,"None",Season Finale,No,No,No,Low
10,1,219,"The One with Episode 219",2003-09-22,"Peter Bonerz","David Crane",32.0,8.9,10953,22,465651,15,30.0,5.2,64,96,0,0,"None",Season Premiere,No,No,No,High
10,2,220,"The One with Episode 220",2003-09-29,"Kevin S. Bright","Ira Ungerleider",33.0,9.5,45483,22,465652,35,25.6,17.1,71,92,0,1,"None",Regular,No,No,No,Low
10,3,221,"The One with Episode 221",2003-09-36,"Gary Halvorson","Jeff Greenstein",25.9,9.1,39174,22,465653,4,15.0,17.9,98,79,0,0,"Alec Baldwin",Regular,No,No,No,High
10,4,222,"The One with Episode 222",2003-09-43,"Gary Halvorson","David Crane",31.4,8.3,50610,22,465654,20,17.3,11.9,72,77,0,0,"None",Regular,No,No,No,Low
10,5,223,"The One with Episode 223",2003-10-22,"Michael Lembeck","David Crane",25.2,9.3,15551,22,465655,50,32.2,5.5,95,90,0,0,"None",Regular,No,Yes,No,Medium
10,6,224,"The One with Episode 224",2003-10-29,"Peter Bonerz","Jeff Greenstein",27.2,9.5,10346,22,465656,21,26.0,21.1,97,84,0,0,"None",Regular,No,No,No,High
10,7,225,"The One with Episode 225",2003-10-36,"Arlene Sanford","Mike Sikowitz",30.4,8.9,25889,22,465657,25,25.4,13.5,73,84,0,0,"None",Regular,Yes,No,No,High
10,8,226,"The One with Episode 226",2003-10-43,"Ben Weiss","Adam Chase, Jeffrey Astrof",28.6,9.3,52667,22,465658,31,14.1,17.9,98,91,0,0,"None",Regular,No,No,No,Low
10,9,227,"The One with Episode 227",2003-11-22,"Gail Mancuso","Gregory S. Malins",28.6,9.1,57996,22,465659,18,39.3,18.8,99,99,2,0,"None",Holiday Special,No,Yes,No,High
10,10,228,"The One with Episode 228",2003-11-29,"Pamela Fryman","Adam Chase, Gregory S. Malins",32.1,8.5,18609,22,465660,36,32.1,19.5,67,86,0,0,"Brad Pitt, Sean Penn",Regular,No,No,No,High
10,11,229,"The One with Episode 229",2003-11-36,"Kevin S. Bright","Mike Sikowitz",24.0,9.1,22447,22,465661,39,34.0,16.7,69,93,0,0,"None",Regular,No,No,No,Medium
10,12,230,"The One with Episode 230",2003-11-43,"Gary Halvorson","Jeffrey Astrof, Jeff Greenstein",31.1,8.1,27241,22,465662,11,19.9,22.5,86,77,0,0,"None",Regular,No,No,No,Medium
10,13,231,"The One with Episode 231",2003-01-22,"Shelley Jensen","Mike Sikowitz, Gregory S. Malins",27.2,8.7,24349,22,465663,32,13.1,16.8,72,82,0,0,"None",Regular,No,No,No,High
10,14,232,"The One with Episode 232",2003-01-29,"Peter Bonerz","Mike Sikowitz",30.5,9.0,54083,22,465664,24,39.5,14.2,67,85,1,0,"None",Regular,No,No,Yes,Medium
10,15,233,"The One with Episode 233",2003-01-36,"Pamela Fryman","Mike Sikowitz",28.2,8.6,28022,22,465665,18,11.9,18.2,68,77,0,0,"None",Regular,No,No,No,High
10,16,234,"The One with Episode 234",2003-01-43,"Gary Halvorson","Alexa Junge",23.3,9.0,18778,22,465666,26,11.9,7.9,98,83,0,0,"None",Regular,No,No,No,Medium
10,17,235,"The One with Episode 235",2003-02-22,"Michael Lembeck","David Crane",23.8,8.7,19027,22,465667,9,21.2,15.5,64,86,0,0,"None",Regular,No,No,Yes,High
10,18,236,"The One with Episode 236",2003-02-29,"Pamela Fryman","Jeff Greenstein",27.4,8.4,54750,42,465668,50,21.9,23.5,80,91,0,0,"None",Season Finale,No,No,Yes,Medium
